name,age,salary
"   ",18 ,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
" Arina",18 ,null
Që,18 ,1000000
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18 ,1
1.23,18 ,20
TRUE,18 ,"  "
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18 , 18
" Arina",1 8,1 8
"Arina ",1 8,1000001
Që,1 8,0
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1 8,-18
Që1,1 8,1.8
"   ",1 8,TRUE
" Arina",1 8,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
"Arina ",1 8,null
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1 8,1000000
1.23,1 8,1
TRUE,1 8,20
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1 8,"  "
Që1,1 8, 18
"   ",1 8,18 
Që,121,1000001
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",121,0
Që1,121,-18
"   ",121,1.8
" Arina",121,TRUE
"Arina ",121,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
Që,121,null
1.23,121,1000000
TRUE,121,1
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",121,20
Që1,121,"  "
"   ",121, 18
" Arina",121,18 
"Arina ",121,1 8
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",17,0
"   ",17,-18
" Arina",17,1.8
"Arina ",17,TRUE
Që,17,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",17,null
1.23,17,1000000
TRUE,17,1000000
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",17,1
Që1,17,20
"   ",17,"  "
" Arina",17, 18
"Arina ",17,18 
Që,17,1 8
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",17,1000001
" Arina",18,-18
"Arina ",18,1.8
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
1.23,18,null
TRUE,18,1000000
Që1,18,1
"   ",18,20
" Arina",18,"  "
Që,18,18 
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18,1 8
Që1,18,0
"Arina ",-18,-18
Që,-18,1.8
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",-18,TRUE
1.23,-18,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
TRUE,-18,null
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",-18,1000000
"   ",-18,1
" Arina",-18,20
"Arina ",-18,"  "
Që,-18, 18
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",-18,18 
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",-18,1 8
Që1,-18,1000001
"   ",-18,0
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1.8,1.8
1.23,1.8,TRUE
TRUE,1.8,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1.8,null
Që1,1.8,1000000
" Arina",1.8,1
"Arina ",1.8,20
Që,1.8,"  "
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1.8, 18
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1.8,18 
Që1,1.8,1 8
"   ",1.8,1000001
" Arina",1.8,0
"Arina ",1.8,18
Që,1.8,-18
TRUE,TRUE,TRUE
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",TRUE,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
Që1,TRUE,null
" Arina",TRUE,1000000
"Arina ",TRUE,1
Që,TRUE,20
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",TRUE,"  "
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",TRUE, 18
Që1,TRUE,18 
"   ",TRUE,1 8
" Arina",TRUE,1000001
"Arina ",TRUE,0
Që,TRUE,18
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",TRUE,-18
1.23,TRUE,1.8
Që1,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
"   ","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",null
" Arina","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1000000
"Arina ","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1000000
Që,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",20
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","  "
Që1,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹", 18
"   ","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18 
" Arina","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1 8
"Arina ","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1000001
Që,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",0
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",18
1.23,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",-18
TRUE,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",1.8
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹","QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",TRUE
" Arina",null,null
"Arina ",null,1000000
Që,null,1000000
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",null,1
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",null,20
Që1,null,"  "
"   ",null, 18
" Arina",null,18 
"Arina ",null,1 8
Që,null,1000001
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",null,0
1.23,null,18
TRUE,null,-18
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",null,1.8
Që1,null,TRUE
"   ",null,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
Që,120,1000000
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",120,1
Që1,120,20
"   ",120,"  "
" Arina",120, 18
"Arina ",120,18 
Që,120,1 8
"QqËë12345 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",120,1000001
1.23,120,0
TRUE,120,18
"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹",120,-18
Që1,120,1.8
"   ",120,TRUE
" Arina",120,"QqËë1234 *?/\|<>,.()[]{};:'""!@#$%^&`~+-¹"
"Arina ",120,null
